time(s),preprocessor,alamAPI_API,alamAPI_DB
314,356.7,45.71,161.1
315,356.7,45.71,161.1
316,356.7,45.71,161.1
317,356.7,45.71,161.1
318,356.7,45.71,161.1
319,356.7,45.71,161.1
320,356.7,45.71,161.1
321,356.7,45.71,161.1
322,356.7,45.71,161.1
323,356.7,45.71,161.1
324,356.7,45.71,161.1
325,356.7,45.71,161.1
326,356.7,45.71,161.1
327,356.7,45.71,161.1
328,356.7,45.71,161.1
329,356.7,45.71,161.1
330,356.7,45.71,161.1
331,356.7,45.71,161.1
332,356.7,45.71,161.1
333,356.7,45.71,161.1
334,356.7,45.71,161.1
335,356.7,45.71,161.1
336,356.7,45.71,161.1
337,356.7,45.71,161.1
338,356.7,45.71,161.1
339,356.7,45.71,161.1
340,356.7,45.71,161.1
341,356.7,45.71,161.1
342,356.7,45.71,161.1
343,356.7,45.71,161.1
344,356.7,45.71,161.1
345,356.7,45.71,161.1
346,356.7,45.71,161.1
347,356.7,45.71,161.2
348,356.7,45.71,161.1
349,356.7,45.71,161.1
350,356.7,45.71,161.1
351,356.7,45.71,161.1
352,356.7,45.71,161.1
353,356.7,45.71,161.1
354,356.7,45.71,161.1
355,356.7,45.71,161.1
356,356.7,45.71,161.1
357,356.7,45.71,161.1
358,356.7,45.71,161.2
359,356.7,45.71,161.1
360,356.7,45.71,161.1
361,356.7,45.71,161.1
362,356.7,45.71,161.1
363,356.7,45.71,161.1
364,356.7,45.71,161.1
365,356.7,45.71,161.2
366,356.7,45.71,161.1
367,356.7,45.71,161.1
368,356.7,45.71,161.1
369,356.7,45.71,161.1
370,356.7,45.71,161.1
371,356.7,45.71,161.1
372,356.7,45.71,161.1
373,356.7,45.71,161.1
374,356.7,45.71,161.1
375,356.7,45.71,161.1
376,356.7,45.71,161.1
377,356.7,45.71,161.1
378,356.7,45.71,161.1
379,356.7,45.71,161.1
380,356.7,45.71,161.2
381,356.7,45.71,161.1
382,356.7,45.71,161.1
383,356.7,45.71,161.1
384,356.7,45.71,161.1
385,356.7,45.71,161.1
386,356.7,45.71,161.2
387,356.7,45.71,161.2
388,356.7,45.71,161.1
389,356.7,45.71,161.1
390,356.7,45.71,161.1
391,356.7,45.71,161.1
392,356.7,45.71,161.1
393,356.7,45.71,161.1
394,356.7,45.71,161.1
395,356.7,45.71,161.1
396,356.7,45.71,161.1
397,356.7,45.71,161.2
398,356.7,45.71,161.1
399,356.7,45.71,161.2
400,356.7,45.71,161.1
401,356.7,45.71,163.2
402,356.7,45.71,163.1
403,356.7,45.71,163.1
404,356.7,45.71,163.1
405,356.7,45.71,163.2
406,356.7,45.71,163.2
407,356.7,45.71,163.1
408,356.7,45.71,163.1
409,356.7,45.71,163.1
410,356.7,45.71,163.1
411,356.7,45.71,163.1
412,356.7,45.71,163.1
413,356.7,45.71,163.1
414,356.7,45.71,163.1
415,356.7,45.71,163.1
416,356.7,45.71,163.1
417,356.7,45.71,163.2
418,356.7,45.71,163.1
419,356.7,45.71,163.1
420,356.7,45.71,163.1
421,356.7,45.71,163.1
422,356.7,45.71,163.1
423,356.7,45.71,163.1
424,356.7,45.71,163.1
425,356.7,45.71,163.1
426,356.7,45.71,163.1
427,356.7,45.71,163.1
428,356.7,45.71,163.3
429,356.7,45.71,163.1
430,356.7,45.71,163.1
431,356.7,45.71,163.1
432,356.7,45.71,163.1
433,356.7,45.71,163.2
434,356.7,45.71,163.1
435,356.7,45.71,163.2
436,356.7,45.71,163.1
437,356.7,45.71,163.1
438,356.7,45.71,163.1
439,356.7,45.71,163.1
440,356.7,45.71,163.1
441,356.7,45.71,163.1
442,356.7,45.71,163.2
443,356.7,45.71,163.1
444,356.7,45.71,163.1
445,356.7,45.71,163.1
446,356.7,45.71,163.1
447,356.7,45.71,163.2
448,356.7,45.71,163.1
449,356.7,45.71,163.1
450,356.7,45.71,163.1
451,356.7,45.71,163.1
452,356.7,45.71,163.1
453,356.7,45.71,163.1
454,356.7,45.71,163.1
455,356.7,45.71,163.1
456,356.7,45.71,163.1
457,356.7,45.71,163.1
458,356.7,45.71,163.1
459,356.7,45.71,163.1
460,356.7,45.71,163.1
461,356.7,45.71,163.1
462,356.7,45.71,163.1
463,356.7,45.71,163.1
464,356.7,45.71,163.1
465,356.7,45.71,163.1
466,356.7,45.71,163.1
467,356.7,45.71,163.1
468,356.7,45.71,163.1
469,356.7,45.71,163.1
470,356.7,45.71,163.1
471,356.7,45.71,163.1
472,356.7,45.71,163.1
473,356.7,45.71,163.2
474,356.7,45.71,163.1
475,356.7,45.71,163.1
476,356.7,45.71,163.1
477,356.7,45.71,163.1
478,356.7,45.71,163.1
479,356.7,45.71,163.2
480,356.7,45.71,163.1
481,356.7,45.71,163.2
482,356.7,45.71,163.1
483,356.7,45.71,163.1
484,356.7,45.71,163.1
485,356.7,45.71,163.1
486,356.7,45.71,163.2
487,356.7,45.71,163.1
488,356.7,45.71,163.1
489,356.7,45.71,163.1
490,356.7,45.71,163.1
491,356.7,45.71,163.1
492,356.7,45.71,163.1
493,356.7,45.71,163.1
494,356.7,45.71,163.1
495,356.7,45.71,163.1
496,356.7,45.71,163.1
497,356.7,45.71,163.1
498,356.7,45.71,163.1
499,356.7,45.71,163.1
500,356.7,45.71,163.2
501,356.7,45.71,163.1
502,356.7,45.71,163.1
503,356.7,45.71,163.1
504,356.7,45.71,163.1
505,356.7,45.71,163.1
506,356.7,45.71,163.1
507,356.7,45.71,163.1
508,356.7,45.71,163.1
509,356.7,45.71,163.1
510,356.7,45.71,163.1
511,356.7,45.71,163.1
512,356.7,45.71,163.1
513,356.7,45.71,163.1
514,356.7,45.71,163.1
515,356.7,45.71,163.2
516,356.7,45.71,163.1
517,356.7,45.71,163.1
518,356.7,45.71,163.1
519,356.7,45.71,163.1
520,356.7,45.71,163.1
521,356.7,45.71,163.1
522,356.7,45.71,163.1
523,356.7,45.71,163.1
524,356.7,45.71,163.1
525,356.7,45.71,163.1
526,356.7,45.71,163.2
527,356.7,45.71,163.1
528,356.7,45.71,163.1
529,356.7,45.71,163.1
530,356.7,45.71,163.1
531,356.7,45.71,163.1
532,356.7,45.71,163.1
533,356.7,45.71,163.1
534,356.7,45.71,163.1
535,356.7,45.71,163.2
536,356.7,45.71,163.1
537,356.7,45.71,163.1
538,356.7,45.71,163.1
539,356.7,45.71,163.1
540,356.7,45.71,163.1
541,356.7,45.71,163.1
542,356.7,45.71,163.1
543,356.7,45.71,163.1
544,356.7,45.71,163.1
545,356.7,45.71,163.1
546,356.7,45.71,163.1
547,356.7,45.71,163.1
548,356.7,45.71,163.1
549,356.7,45.71,163.1
550,356.7,45.71,163.1
551,356.7,45.71,163.1
552,356.7,45.71,163.1
553,356.7,45.71,163.2
554,356.7,45.71,163.1
555,356.7,45.71,163.1
556,356.7,45.71,163.1
557,356.7,45.71,163.2
558,356.7,45.71,163.1
559,356.7,45.71,163.1
560,356.7,45.71,163.1
561,356.7,45.71,163.1
562,356.7,45.71,163.1
563,356.7,45.71,163.1
564,356.7,45.71,163.2
565,356.7,45.71,163.1
566,356.7,45.71,163.1
567,356.7,45.71,163.1
568,356.7,45.71,163.1
569,356.7,45.71,163.1
570,356.7,45.71,163.1
571,356.7,45.71,163.1
572,356.7,45.71,163.1
573,356.7,45.71,163.1
