time(s),preprocessor,alamAPI_API,alamAPI_DB
992,0.03,0.23,0.33
993,0.03,0.19,0.43
994,0.04,0.26,0.48
995,0.04,0.25,0.32
996,0.02,0.26,0.31
997,0.05,0.24,1.57
998,0.07,0.22,0.29
999,0.05,0.32,0.53
1000,0.04,0.23,0.26
1001,0.04,0.23,0.36
1002,0.04,0.17,0.24
1003,0.05,0.42,0.38
1004,0.03,0.22,0.37
1005,0.05,0.26,1.36
1006,0.07,0.19,0.35
1007,0.04,0.29,0.24
1008,0.04,0.26,0.31
1009,0.08,0.27,0.77
1010,0.05,0.21,0.46
1011,0.05,0.37,0.24
1012,0.04,0.24,0.27
1013,0.05,0.15,1.72
1014,0.07,0.25,0.36
1015,0.02,0.21,0.27
1016,0.04,0.27,0.69
1017,0.04,0.24,0.48
1018,0.03,0.26,0.46
1019,0.03,0.27,0.5
1020,0.03,0.19,0.45
1021,0.04,0.26,0.43
1022,0.04,0.24,0.36
1023,0.04,0.28,0.45
1024,0.03,0.18,0.18
1025,0.07,0.2,0.22
1026,0.02,0.15,0.22
1027,0.04,0.23,0.35
1028,0.04,0.22,0.49
1029,0.04,0.18,0.46
1030,0.05,0.31,0.28
1031,0.03,0.17,0.44
1032,0.03,0.27,0.47
1033,0.08,0.22,0.29
1034,0.05,0.33,0.45
1035,0.03,0.27,0.47
1036,0.03,0.12,0.19
1037,0.05,0.16,0.22
1038,0.05,0.24,0.28
1039,0.05,0.28,0.44
1040,0.05,0.19,1.72
1041,0.08,0.2,0.34
1042,0.04,0.28,0.52
1043,0.04,0.24,0.85
1044,0.04,0.19,0.24
1045,0.03,0.24,0.47
1046,0.04,0.24,0.4
1047,0.04,0.22,0.48
1048,0.04,0.21,0.45
1049,0.06,0.36,0.46
1050,0.05,0.28,0.49
1051,0.05,0.16,0.22
1052,0.08,0.23,0.49
1053,0.05,0.33,0.34
1054,0.05,0.21,0.33
1055,0.03,0.17,0.48
1056,0.03,0.17,0.23
1057,0.05,0.21,0.52
1058,0.04,0.17,0.21
1059,0.04,0.22,0.69
1060,0.06,0.16,0.29
1061,0.03,0.2,0.44
1062,0.05,0.26,0.3
1063,0.03,0.23,0.28
1064,0.04,0.19,0.48
1065,0.05,0.38,0.25
1066,0.03,0.23,0.25
1067,0.03,0.19,0.27
1068,0.04,0.16,0.46
1069,0.04,0.26,0.27
1070,0.04,0.21,0.44
1071,0.06,0.27,0.51
1072,0.04,0.23,0.35
1073,0.05,0.19,0.49
1074,0.04,0.2,0.26
1075,0.04,0.2,0.88
1076,0.04,0.23,0.26
1077,0.04,0.21,0.29
1078,0.04,0.17,1.58
1079,0.07,0.2,0.31
1080,0.04,0.21,0.62
1081,0.03,0.18,0.26
1082,0.04,0.19,0.3
1083,0.03,0.21,0.45
1084,0.05,0.34,0.39
1085,0.04,0.24,0.46
1086,0.05,0.23,0.28
1087,0.04,0.19,0.25
1088,0.05,0.26,0.45
1089,0.04,0.23,0.27
1090,0.06,0.2,0.24
1091,0.04,0.19,0.4
1092,0.04,0.33,0.34
1093,0.03,0.24,0.34
1094,0.03,0.23,1.64
1095,0.06,0.27,0.3
1096,0.05,0.19,0.43
1097,0.03,0.23,1.13
1098,0.07,0.19,0.45
1099,0.04,0.24,0.3
1100,0.05,0.22,0.28
1101,0.03,0.21,0.27
1102,0.04,0.2,0.43
1103,0.05,0.27,0.31
1104,0.03,0.31,0.47
1105,0.03,0.2,1.5
1106,0.1,0.24,0.27
1107,0.04,0.19,0.25
1108,0.03,0.24,0.41
1109,0.04,0.21,0.45
1110,0.04,0.2,0.27
1111,0.04,0.23,0.25
1112,0.05,0.15,0.44
1113,0.03,0.2,1.06
1114,0.06,0.15,0.6
1115,0.04,0.25,0.21
1116,0.07,0.27,0.45
1117,0.04,0.24,0.29
1118,0.05,0.23,0.46
1119,0.04,0.3,0.45
1120,0.04,0.18,0.46
1121,0.03,0.19,0.27
1122,0.04,0.16,0.4
1123,0.03,0.18,0.25
1124,0.03,0.15,0.22
1125,0.03,0.18,0.38
1126,0.06,0.23,0.18
1127,0.04,0.16,0.23
1128,0.03,0.19,0.33
1129,0.03,0.16,0.99
1130,0.04,0.22,0.27
1131,0.05,0.21,0.28
1132,0.04,0.22,1.16
1133,0.03,0.21,0.45
1134,0.03,0.26,0.45
1135,0.05,0.28,0.31
1136,0.04,0.22,0.25
1137,0.06,0.18,0.29
1138,0.04,0.28,0.45
1139,0.04,0.24,0.18
1140,0.04,0.24,0.3
1141,0.05,0.22,0.3
1142,0.04,0.28,0.35
1143,0.05,0.22,0.43
1144,0.11,0.16,0.29
1145,0.03,0.17,0.46
1146,0.05,0.24,0.28
1147,0.04,0.23,0.31
1148,0.03,0.16,0.31
1149,0.05,0.29,0.48
1150,0.05,0.22,0.46
1151,0.04,0.17,0.25
1152,0.08,0.22,0.52
1153,0.03,0.25,0.52
1154,0.04,0.2,0.44
1155,0.05,0.19,0.25
1156,0.03,0.22,0.43
1157,0.04,0.26,0.23
1158,0.05,0.25,0.26
1159,0.04,0.24,0.82
1160,0.04,0.23,0.46
1161,0.04,0.24,0.48
1162,0.05,0.2,0.45
1163,0.1,0.2,0.23
1164,0.05,0.25,0.53
1165,0.04,0.29,0.34
1166,0.03,0.22,0.24
1167,0.04,0.19,1.39
1168,0.04,0.22,0.31
1169,0.05,0.28,0.27
1170,0.03,0.19,0.98
1171,0.08,0.26,0.32
1172,0.03,0.17,0.19
1173,0.03,0.21,0.23
1174,0.11,0.22,0.27
1175,0.04,0.2,0.35
1176,0.03,0.26,0.3
1177,0.04,0.2,0.23
1178,0.04,0.22,0.65
1179,0.12,0.2,0.29
1180,0.03,0.18,0.45
1181,0.05,0.23,0.43
1182,0.03,0.2,0.48
1183,0.04,0.18,0.45
1184,0.05,0.27,0.47
1185,0.06,0.25,0.32
1186,0.03,0.21,0.2
1187,0.04,0.25,0.3
1188,0.03,0.15,0.34
1189,0.05,0.31,0.29
1190,0.03,0.19,0.46
1191,0.05,0.19,0.42
1192,0.04,0.36,0.36
1193,0.04,0.23,0.22
1194,0.06,0.18,1.63
1195,0.03,0.18,0.33
1196,0.04,0.25,0.32
1197,0.04,0.22,0.78
1198,0.16,0.24,0.28
1199,0.04,0.23,0.21
1200,0.06,0.25,0.26
1201,0.04,0.23,0.27
1202,0.03,0.16,0.26
1203,0.04,0.27,0.5
1204,0.03,0.22,0.24
1205,0.04,0.23,0.97
1206,0.05,0.16,0.35
1207,0.04,0.22,0.53
1208,0.05,0.18,0.28
1209,0.04,0.22,0.41
1210,0.03,0.16,0.46
1211,0.06,0.38,0.29
1212,0.04,0.26,0.49
1213,0.02,0.18,0.58
1214,0.02,0.29,0.16
1215,0.05,0.2,0.34
1216,0.02,0.28,0.44
1217,0.18,0.27,0.25
1218,0.04,0.25,0.27
1219,0.04,0.27,0.48
1220,0.04,0.19,0.48
1221,0.04,0.23,0.97
1222,0.05,0.35,0.53
1223,0.03,0.23,0.35
1224,0.03,0.17,0.78
1225,0.17,0.24,0.27
1226,0.03,0.18,0.25
1227,0.04,0.21,0.27
1228,0.03,0.2,0.5
1229,0.03,0.22,0.5
1230,0.02,0.15,0.39
1231,0.02,0.15,0.25
1232,0.02,0.14,0.16
1233,0.06,0.15,0.17
1234,0.02,0.12,0.21
1235,0.02,0.12,0.37
1236,0.03,0.17,0.19
1237,0.03,0.21,0.21
1238,0.04,0.2,0.34
1239,0.05,0.24,0.16
1240,0.04,0.18,0.42
1241,0.05,0.23,0.49
1242,0.03,0.14,0.2
1243,0.04,0.18,0.79
1244,0.1,0.27,0.46
1245,0.04,0.21,0.21
1246,0.03,0.22,0.33
1247,0.04,0.26,0.26
1248,0.02,0.14,0.2
1249,0.03,0.23,0.46
1250,0.04,0.23,0.48
1251,0.05,0.19,1.3
1252,0.05,0.18,0.24
1253,0.03,0.21,0.36
1254,0.04,0.27,0.33
1255,0.14,0.22,0.37
1256,0.02,0.14,0.47
1257,0.05,0.35,0.27
1258,0.04,0.3,0.41
1259,0.05,0.19,0.3
1260,0.03,0.23,0.37
1261,0.05,0.26,0.49
1262,0.03,0.19,1.25
1263,0.14,0.25,0.46
1264,0.04,0.19,0.25
1265,0.04,0.24,0.28
1266,0.04,0.22,0.31
1267,0.03,0.2,0.62
1268,0.04,0.36,0.51
1269,0.04,0.18,0.28
1270,0.03,0.18,0.7
1271,0.03,0.19,0.33
1272,0.03,0.2,0.47
1273,0.04,0.23,0.48
1274,0.05,0.25,0.35
1275,0.04,0.19,0.31
1276,0.05,0.38,0.34
1277,0.05,0.21,0.26
1278,0.05,0.23,0.22
1279,0.04,0.25,0.3
1280,0.04,0.19,0.48
1281,0.03,0.19,0.24
1282,0.14,0.2,0.34
1283,0.03,0.25,0.25
1284,0.03,0.2,0.38
1285,0.04,0.17,0.44
1286,0.04,0.23,0.27
1287,0.05,0.33,0.34
1288,0.03,0.16,0.26
1289,0.04,0.17,0.25
1290,0.04,0.3,0.37
1291,0.05,0.29,0.33
1292,0.03,0.24,0.45
1293,0.14,0.21,0.45
1294,0.05,0.21,0.28
1295,0.04,0.25,0.25
1296,0.05,0.19,0.42
1297,0.02,0.17,0.75
1298,0.03,0.2,0.41
1299,0.07,0.24,0.32
1300,0.02,0.23,0.26
1301,0.16,0.15,0.48
1302,0.03,0.23,0.44
1303,0.04,0.35,0.33
1304,0.03,0.16,0.3
1305,0.06,0.2,0.25
1306,0.04,0.23,0.46
1307,0.04,0.25,0.45
1308,0.03,0.19,0.56
1309,0.09,0.22,0.44
1310,0.03,0.22,0.28
1311,0.04,0.25,0.21
1312,0.04,0.24,0.36
1313,0.04,0.22,0.19
1314,0.05,0.3,0.33
1315,0.05,0.28,0.31
1316,0.04,0.22,0.46
1317,0.06,0.18,0.4
1318,0.04,0.24,0.32
1319,0.03,0.19,0.28
1320,0.03,0.15,0.49
1321,0.03,0.22,0.34
1322,0.04,0.27,0.31
1323,0.03,0.18,0.25
1324,0.04,0.22,0.24
1325,0.05,0.23,0.53
1326,0.04,0.23,0.31
1327,0.06,0.22,0.38
1328,0.03,0.2,0.32
1329,0.03,0.18,0.36
1330,0.03,0.16,0.46
1331,0.14,0.24,0.44
1332,0.04,0.22,0.24
1333,0.06,0.4,0.34
1334,0.07,0.34,0.27
1335,0.03,0.15,0.63
1336,0.03,0.17,0.32
1337,0.04,0.3,0.74
1338,0.04,0.22,0.41
1339,0.03,0.2,0.23
1340,0.03,0.22,0.48
1341,0.05,0.2,0.36
1342,0.03,0.23,0.49
1343,0.04,0.18,0.97
1344,0.03,0.38,0.26
1345,0.05,0.3,0.21
1346,0.04,0.18,0.26
1347,0.11,0.22,0.27
1348,0.03,0.17,0.3
1349,0.03,0.25,0.22
1350,0.05,0.29,0.26
1351,0.06,0.31,0.42
1352,0.06,0.31,0.42
1353,0.03,0.2,0.25
1354,0.04,0.18,0.87
1355,0.11,0.21,0.47
1356,0.04,0.25,0.23
1357,0.04,0.2,0.25
1358,0.04,0.21,0.32
1359,0.03,0.21,0.72
1360,0.04,0.23,0.44
1361,0.04,0.28,0.44
1362,0.03,0.17,0.72
1363,0.03,0.19,0.33
1364,0.05,0.2,0.47
1365,0.02,0.31,0.36
1366,0.03,0.18,0.26
1367,0.02,0.16,0.27
1368,0.03,0.19,0.25
1369,0.07,0.23,0.44
1370,0.02,0.24,0.66
1371,0.03,0.17,0.31
1372,0.04,0.24,0.32
1373,0.03,0.19,0.37
1374,0.11,0.26,0.23
1375,0.03,0.26,0.42
1376,0.04,0.25,0.47
1377,0.03,0.19,0.23
1378,0.03,0.19,0.46
1379,0.03,0.27,0.25
1380,0.03,0.2,0.24
1381,0.02,0.17,0.68
1382,0.08,0.23,0.48
1383,0.04,0.21,0.32
1384,0.05,0.16,0.35
1385,0.03,0.18,0.33
1386,0.03,0.15,0.44
1387,0.04,0.31,0.32
1388,0.04,0.23,0.26
1389,0.04,0.2,0.64
1390,0.04,0.2,0.39
1391,0.04,0.25,0.31
1392,0.03,0.2,0.33
1393,0.15,0.24,0.34
1394,0.03,0.18,0.5
1395,0.03,0.19,0.37
1396,0.05,0.23,0.31
1397,0.05,0.26,0.44
1398,0.05,0.32,0.32
1399,0.03,0.21,0.29
1400,0.04,0.19,0.31
1401,0.08,0.29,0.24
1402,0.05,0.19,0.22
1403,0.03,0.24,0.35
1404,0.02,0.13,0.33
1405,0.03,0.15,0.27
1406,0.03,0.32,0.25
1407,0.04,0.19,0.27
1408,0.04,0.26,0.6
1409,0.03,0.22,0.26
1410,0.05,0.21,0.42
1411,0.03,0.25,0.26
1412,0.1,0.2,0.25
1413,0.02,0.24,0.44
1414,0.04,0.28,0.22
1415,0.03,0.17,0.37
1416,0.04,0.16,1.48
1417,0.03,0.24,0.25
1418,0.05,0.27,0.3
1419,0.05,0.22,0.27
1420,0.08,0.16,0.45
1421,0.05,0.28,0.46
1422,0.05,0.24,0.29
1423,0.17,0.22,0.27
1424,0.03,0.19,0.51
1425,0.05,0.25,0.25
1426,0.05,0.26,0.24
1427,0.04,0.17,0.24
1428,0.15,0.18,0.28
1429,0.05,0.27,0.35
1430,0.03,0.2,0.22
1431,0.03,0.2,0.43
1432,0.05,0.14,0.85
1433,0.03,0.25,0.28
1434,0.03,0.21,0.44
1435,0.02,0.19,0.29
1436,0.04,0.19,0.27
1437,0.06,0.22,0.29
1438,0.05,0.25,0.45
1439,0.09,0.17,0.25
1440,0.03,0.21,0.46
1441,0.07,0.24,0.41
1442,0.03,0.2,0.29
1443,0.04,0.25,0.46
1444,0.03,0.27,0.48
1445,0.05,0.4,0.48
1446,0.04,0.27,0.19
1447,0.08,0.22,0.29
1448,0.07,0.23,0.24
1449,0.03,0.21,0.28
1450,0.03,0.23,0.43
1451,0.03,0.18,1.37
1452,0.04,0.27,0.25
1453,0.04,0.24,0.24
1454,0.03,0.24,0.27
1455,0.03,0.14,0.22
1456,0.05,0.27,0.4
1457,0.03,0.21,0.23
1458,0.07,0.17,0.25
1459,0.03,0.25,0.31
1460,0.04,0.26,0.24
1461,0.05,0.24,0.25
1462,0.04,0.26,0.24
1463,0.03,0.21,0.31
1464,0.03,0.22,0.43
1465,0.04,0.22,0.46
1466,0.03,0.27,0.47
1467,0.03,0.21,0.42
1468,0.04,0.21,0.3
1469,0.04,0.24,0.27
1470,0.04,0.18,1.19
1471,0.03,0.24,0.3
1472,0.06,0.29,0.48
1473,0.04,0.15,0.57
1474,0.14,0.28,0.48
1475,0.04,0.22,0.32
1476,0.06,0.29,0.43
1477,0.04,0.21,0.44
1478,0.04,0.18,1.28
1479,0.05,0.29,0.26
1480,0.05,0.25,0.25
1481,0.04,0.2,0.59
1482,0.02,0.14,0.31
1483,0.04,0.22,0.32
1484,0.05,0.21,0.43
1485,0.14,0.19,0.34
1486,0.03,0.22,0.43
1487,0.04,0.23,0.27
1488,0.05,0.26,0.31
1489,0.03,0.2,0.65
1490,0.04,0.36,0.46
1491,0.04,0.23,0.49
1492,0.04,0.23,0.77
1493,0.1,0.26,0.24
1494,0.05,0.28,0.38
1495,0.03,0.16,0.28
1496,0.02,0.15,0.31
1497,0.04,0.22,0.4
1498,0.04,0.37,0.28
1499,0.04,0.22,0.28
1500,0.03,0.21,1.7
1501,0.03,0.25,0.34
1502,0.04,0.22,0.5
1503,0.03,0.17,0.25
1504,0.12,0.18,0.27
1505,0.02,0.2,0.23
1506,0.04,0.22,0.22
1507,0.07,0.22,0.41
1508,0.03,0.22,0.28
1509,0.03,0.32,0.42
1510,0.03,0.23,0.3
1511,0.03,0.22,0.43
1512,0.1,0.24,0.25
1513,0.04,0.23,0.31
1514,0.04,0.17,0.32
1515,0.1,0.2,0.29
1516,0.05,0.28,0.3
1517,0.03,0.29,0.21
1518,0.04,0.26,0.24
1519,0.03,0.21,0.42
1520,0.04,0.19,0.42
1521,0.05,0.21,0.29
1522,0.04,0.22,0.3
1523,0.1,0.22,0.27
1524,0.05,0.17,0.72
1525,0.03,0.24,0.28
1526,0.03,0.18,0.27
1527,0.04,0.17,0.26
1528,0.02,0.27,0.2
1529,0.05,0.25,0.34
1530,0.04,0.22,0.27
1531,0.14,0.26,0.24
1532,0.04,0.24,1.74
1533,0.03,0.22,0.31
1534,0.04,0.22,0.39
1535,0.03,0.17,0.59
1536,0.03,0.3,0.21
1537,0.03,0.22,0.3
1538,0.03,0.24,0.4
1539,0.13,0.21,0.27
1540,0.03,0.14,0.47
1541,0.04,0.23,0.21
1542,0.04,0.23,0.28
1543,0.03,0.19,0.46
1544,0.03,0.31,0.52
1545,0.04,0.23,0.25
1546,0.02,0.18,0.41
1547,0.03,0.15,0.27
1548,0.03,0.16,0.38
1549,0.03,0.24,0.31
1550,0.08,0.21,0.24
1551,0.04,0.2,0.24
1552,0.08,0.26,0.31
1553,0.05,0.25,0.22
1554,0.03,0.17,0.65
1555,0.03,0.29,0.48
1556,0.05,0.27,0.31
1557,0.03,0.21,0.35
1558,0.11,0.19,0.23
1559,0.04,0.27,0.43
1560,0.05,0.24,0.21
1561,0.05,0.27,0.39
1562,0.04,0.19,0.6
1563,0.04,0.33,0.51
1564,0.04,0.23,0.26
1565,0.04,0.19,0.27
1566,0.03,0.19,0.44
1567,0.03,0.25,0.39
1568,0.08,0.23,0.43
1569,0.15,0.24,0.28
1570,0.03,0.24,0.32
1571,0.04,0.25,0.34
1572,0.03,0.19,0.26
1573,0.05,0.21,1.38
1574,0.04,0.21,0.25
1575,0.03,0.23,0.29
1576,0.03,0.18,0.43
1577,0.03,0.23,0.32
1578,0.03,0.21,0.4
1579,0.03,0.17,0.37
1580,0.13,0.28,0.51
1581,0.03,0.2,1.05
1582,0.02,0.21,0.27
1583,0.04,0.23,0.44
1584,0.03,0.2,0.29
1585,0.14,0.21,0.49
1586,0.04,0.18,0.44
1587,0.03,0.21,0.35
1588,0.04,0.18,0.27
1589,0.04,0.22,0.26
1590,0.05,0.33,0.29
1591,0.03,0.2,0.23
1592,0.04,0.25,1.12
1593,0.03,0.19,0.33
1594,0.05,0.28,0.39
1595,0.06,0.29,0.49
1596,0.07,0.17,0.26
1597,0.03,0.17,0.45
1598,0.04,0.25,0.46
1599,0.03,0.2,0.3
1600,0.04,0.2,0.63
1601,0.03,0.23,0.43
1602,0.03,0.21,0.24
1603,0.04,0.25,0.25
1604,0.11,0.2,0.21
1605,0.03,0.24,0.33
1606,0.03,0.29,0.45
1607,0.06,0.2,0.43
1608,0.03,0.2,0.25
1609,0.03,0.22,0.32
1610,0.04,0.28,0.33
1611,0.03,0.21,0.29
1612,0.08,0.27,0.26
1613,0.04,0.25,0.33
1614,0.03,0.25,0.46
1615,0.05,0.23,0.33
1616,0.03,0.19,1.08
1617,0.03,0.18,0.52
1618,0.05,0.23,0.24
1619,0.02,0.22,0.58
1620,0.03,0.2,0.5
1621,0.03,0.21,0.23
1622,0.04,0.22,0.41
1623,0.03,0.21,0.33
1624,0.02,0.18,0.25
1625,0.04,0.24,0.38
1626,0.03,0.22,0.45
1627,0.03,0.23,1.18
1628,0.02,0.27,0.27
1629,0.04,0.17,0.23
1630,0.04,0.27,0.31
1631,0.08,0.29,0.36
1632,0.05,0.25,0.38
1633,0.03,0.26,0.44
1634,0.04,0.19,0.45
1635,0.03,0.19,1.23
1636,0.03,0.3,0.47
1637,0.03,0.25,0.28
1638,0.04,0.28,0.51
1639,0.03,0.28,0.38
1640,0.03,0.24,0.28
1641,0.03,0.21,0.42
1642,0.03,0.3,0.34
1643,0.05,0.24,0.18
1644,0.04,0.44,0.32
1645,0.04,0.24,0.24
1646,0.03,0.22,0.93
1647,0.05,0.22,0.3
1648,0.03,0.29,0.29
1649,0.03,0.19,0.26
1650,0.07,0.2,0.41
1651,0.03,0.16,0.27
1652,0.04,0.24,0.28
1653,0.05,0.16,0.32
1654,0.02,0.17,0.23
1655,0.04,0.23,0.19
1656,0.04,0.24,0.25
1657,0.03,0.23,0.25
1658,0.07,0.19,0.19
1659,0.04,0.26,0.33
1660,0.04,0.27,0.47
1661,0.06,0.22,0.26
1662,0.04,0.23,0.49
1663,0.03,0.31,0.47
1664,0.04,0.22,0.45
1665,0.04,0.17,0.4
1666,0.04,0.2,0.48
1667,0.04,0.34,0.42
1668,0.05,0.21,0.3
1669,0.08,0.21,0.28
1670,0.04,0.19,0.97
1671,0.04,0.21,0.29
1672,0.04,0.21,0.27
1673,0.03,0.23,0.46
1674,0.03,0.19,0.33
1675,0.04,0.22,0.46
1676,0.04,0.25,0.26
1677,0.02,0.22,0.29
1678,0.03,0.19,0.4
1679,0.03,0.25,0.45
1680,0.03,0.2,0.32
1681,0.03,0.18,0.21
1682,0.04,0.21,0.29
1683,0.03,0.23,0.26
1684,0.04,0.26,0.29
1685,0.07,0.25,0.32
1686,0.04,0.17,0.25
1687,0.04,0.23,0.44
1688,0.07,0.25,0.32
1689,0.04,0.24,0.24
1690,0.04,0.26,0.35
1691,0.03,0.2,0.31
1692,0.04,0.21,1.6
1693,0.05,0.25,0.47
1694,0.03,0.18,1.35
1695,0.03,0.24,0.25
1696,0.02,0.19,0.41
1697,0.03,0.15,0.4
1698,0.03,0.18,0.29
1699,0.03,0.19,0.26
1700,0.03,0.19,0.69
1701,0.04,0.25,0.26
1702,0.03,0.2,0.32
1703,0.02,0.22,0.33
1704,0.03,0.24,0.33
1705,0.02,0.17,0.24
1706,0.02,0.19,0.23
1707,0.06,0.13,0.17
1708,0.04,0.15,0.38
1709,0.02,0.18,0.19
1710,0.02,0.21,0.28
1711,0.03,0.2,1.5
1712,0.04,0.18,0.45
1713,0.02,0.15,0.18
1714,0.04,0.27,0.25
1715,0.08,0.19,0.43
1716,0.03,0.15,0.17
1717,0.05,0.25,0.27
1718,0.03,0.18,0.2
1719,0.03,0.17,0.32
1720,0.03,0.19,0.28
1721,0.02,0.14,0.36
1722,0.03,0.24,0.28
1723,0.03,0.19,0.35
1724,0.03,0.23,0.32
1725,0.03,0.25,0.22
1726,0.13,0.2,0.38
1727,0.02,0.16,0.36
1728,0.02,0.14,0.31
1729,0.06,0.13,0.17
1730,0.03,0.18,0.64
1731,0.04,0.24,0.28
1732,0.03,0.27,0.25
1733,0.03,0.17,0.21
1734,0.1,0.17,0.31
1735,0.03,0.22,0.44
1736,0.05,0.25,0.46
1737,0.05,0.25,0.22
1738,0.03,0.18,0.29
1739,0.04,0.27,0.47
1740,0.04,0.23,0.37
1741,0.03,0.23,0.47
1742,0.08,0.2,0.22
1743,0.02,0.18,0.48
1744,0.03,0.2,0.31
1745,0.05,0.2,0.29
1746,0.04,0.23,0.34
1747,0.03,0.27,0.32
1748,0.04,0.28,0.44
1749,0.03,0.16,0.74
1750,0.03,0.18,0.43
1751,0.04,0.2,0.29
1752,0.06,0.23,0.45
1753,0.11,0.23,0.29
1754,0.03,0.18,0.3
1755,0.04,0.27,0.25
1756,0.04,0.22,0.25
1757,0.04,0.23,0.33
1758,0.03,0.24,0.26
1759,0.03,0.17,0.25
1760,0.05,0.2,0.3
1761,0.03,0.22,0.25
1762,0.04,0.2,0.3
1763,0.04,0.2,0.24
1764,0.04,0.19,0.29
1765,0.04,0.18,0.91
1766,0.03,0.24,0.46
1767,0.04,0.27,0.37
1768,0.03,0.19,0.79
1769,0.04,0.25,0.35
1770,0.04,0.21,0.25
1771,0.03,0.28,0.25
1772,0.08,0.25,0.25
1773,0.05,0.15,1.72
1774,0.03,0.23,0.46
1775,0.04,0.29,0.49
1776,0.04,0.17,0.25
1777,0.04,0.25,0.46
1778,0.04,0.23,0.27
1779,0.04,0.18,0.45
1780,0.04,0.23,0.36
1781,0.04,0.18,0.35
1782,0.05,0.29,0.45
1783,0.16,0.2,0.25
1784,0.03,0.19,0.21
1785,0.04,0.24,0.3
1786,0.03,0.17,0.26
1787,0.05,0.22,0.2
1788,0.04,0.15,0.25
1789,0.03,0.17,0.5
1790,0.05,0.24,0.45
1791,0.16,0.25,0.22
1792,0.03,0.22,0.48
1793,0.03,0.23,0.27
1794,0.07,0.21,0.27
1795,0.03,0.21,0.69
1796,0.03,0.23,0.26
1797,0.03,0.23,0.25
1798,0.04,0.21,0.43
1799,0.06,0.2,0.45
1800,0.04,0.25,0.39
1801,0.06,0.24,0.25
1802,0.04,0.18,0.26
1803,0.03,0.17,0.59
1804,0.04,0.27,0.34
1805,0.05,0.26,0.24
1806,0.05,0.22,0.36
1807,0.09,0.24,0.43
1808,0.05,0.21,0.43
1809,0.02,0.17,0.25
1810,0.04,0.22,0.41
1811,0.04,0.28,0.29
1812,0.06,0.27,0.3
1813,0.03,0.26,0.46
1814,0.05,0.23,0.58
1815,0.05,0.3,0.41
1816,0.04,0.2,0.42
1817,0.06,0.24,0.32
1818,0.08,0.19,0.38
1819,0.04,0.18,0.32
1820,0.04,0.26,0.43
1821,0.04,0.2,0.28
1822,0.03,0.24,0.42
1823,0.03,0.22,0.47
1824,0.04,0.26,0.28
1825,0.03,0.2,0.26
1826,0.03,0.24,0.31
1827,0.04,0.21,0.26
1828,0.04,0.22,0.25
1829,0.07,0.2,0.29
1830,0.03,0.2,0.16
1831,0.03,0.16,0.24
1832,0.04,0.28,0.45
1833,0.04,0.13,0.21
1834,0.02,0.13,0.18
1835,0.05,0.21,0.25
1836,0.04,0.26,0.45
1837,0.03,0.22,0.26
1838,0.04,0.22,0.26
1839,0.07,0.27,0.21
1840,0.05,0.27,0.29
1841,0.03,0.19,0.92
1842,0.04,0.24,0.45
1843,0.04,0.33,0.26
1844,0.04,0.16,0.43
1845,0.08,0.22,0.3
1846,0.04,0.23,0.27
1847,0.04,0.34,0.49
1848,0.03,0.16,0.23
1849,0.03,0.14,0.27
1850,0.03,0.19,0.49
1851,0.03,0.23,0.26
1852,0.03,0.23,0.36
1853,0.04,0.22,0.49
1854,0.05,0.26,0.46
1855,0.03,0.18,0.21
1856,0.16,0.26,0.24
1857,0.04,0.22,0.66
1858,0.04,0.26,0.46
1859,0.03,0.18,0.48
1860,0.05,0.25,0.42
1861,0.04,0.29,0.46
1862,0.05,0.28,0.42
1863,0.03,0.22,0.28
1864,0.1,0.2,0.5
1865,0.03,0.23,0.28
1866,0.04,0.18,0.29
1867,0.05,0.18,0.48
1868,0.03,0.23,0.75
1869,0.05,0.23,0.24
1870,0.03,0.17,0.19
1871,0.03,0.21,0.25
1872,0.03,0.22,0.22
1873,0.05,0.19,0.31
1874,0.05,0.21,0.24
1875,0.12,0.3,0.48
1876,0.04,0.27,0.32
1877,0.03,0.19,0.21
1878,0.03,0.22,0.3
1879,0.04,0.17,0.52
1880,0.04,0.25,0.29
1881,0.04,0.26,0.22
1882,0.07,0.25,0.47
1883,0.16,0.2,0.43
1884,0.05,0.21,0.27
1885,0.05,0.22,0.44
1886,0.04,0.25,0.29
1887,0.03,0.22,1.34
1888,0.03,0.18,0.47
1889,0.04,0.24,0.26
1890,0.05,0.33,0.27
1891,0.15,0.27,0.3
1892,0.04,0.16,0.26
1893,0.05,0.18,0.24
1894,0.05,0.19,0.5
1895,0.03,0.21,0.19
1896,0.05,0.25,0.25
1897,0.05,0.29,0.46
1898,0.03,0.31,0.48
1899,0.03,0.19,0.26
1900,0.04,0.22,0.3
1901,0.04,0.22,0.23
1902,0.04,0.22,0.43
1903,0.04,0.19,1.12
1904,0.04,0.2,0.43
1905,0.03,0.21,0.46
1906,0.05,0.21,0.28
1907,0.06,0.32,0.48
1908,0.05,0.24,0.33
1909,0.03,0.19,0.45
1910,0.05,0.21,0.38
1911,0.04,0.22,0.24
1912,0.05,0.23,0.3
1913,0.03,0.22,0.49
1914,0.03,0.14,0.15
1915,0.04,0.25,0.46
1916,0.03,0.21,0.23
1917,0.05,0.26,0.24
1918,0.04,0.24,0.39
1919,0.03,0.16,0.46
1920,0.03,0.19,0.49
1921,0.1,0.3,0.45
1922,0.04,0.24,0.34
1923,0.03,0.22,0.27
